"25,1041791458"
"60,908747099"
"23,2222376797"
"51,5534911759"
"22,6296902494"
"53,3380991287"
"22,3608820844"
"26,5150781162"
"52,7373162338"
"40,2351515678"
"40,7821936279"
"23,4387522557"
"13,8561670454"
"36,8677000712"
"36,8184413575"
"36,6757795878"
"15,3837762293"
"13,5838014774"
"22,7894715468"
"55,3278030176"
"13,0950804905"
"49,9029706509"
"45,2307107665"
"70,6975834381"
"14,4118897988"
"40,1719262442"
"51,5180346607"
"25,678303976"
"42,4382945996"
"13,244251521"
"44,6893839213"
"34,2220789946"
"26,9191828398"
"60,3784701585"
"48,4728666716"
"49,1759691"
"55,376638318"
"30,5020022254"
"52,3895955018"
"36,581333678"
"53,3922860418"
"13,732915815"
"32,1111994112"
"67,3019878937"
"42,7430744262"
"16,200900973"
"25,8918309391"
"59,6386878261"
"57,1008692365"
"31,3872063621"
"28,4516372942"
"36,771307997"
"50,3917123711"
"44,196420428"
"24,5958876185"
"18,4064359536"
"13,5425426157"
"40,3249836397"
"22,3170583289"
"41,5353350182"
"28,8609964948"
"17,7641364717"
"45,458696514"
"43,207945313"
"57,0988924397"
"46,8367035029"
"41,1912110836"
"14,6377548375"
"20,9381337266"
"55,3820510769"
"43,736772676"
"27,7961173069"
"40,5792853188"
"40,8987348316"
"50,0113133618"
"13,4051501459"
"28,8569569792"
"25,6289109648"
"65,2201743486"
"56,6129377756"
"47,0873617202"
"12,2424227111"
"54,3174808522"
"60,2008524154"
"17,1790847197"
"13,244251521"
"47,7913686029"
"17,2620797618"
"45,0732034622"
"52,1058609121"
"69,2271679701"
"35,6996794714"
"53,097135869"
"49,2179914478"
"44,8950742604"
"51,6452482747"
10
"47,692616571"
"15,0091005789"
"31,6092202479"
"32,6307256362"
"61,4558471733"
"28,2702822323"
"55,5512000735"
"48,9125415838"
"50,4564801582"
"14,9536578346"
"24,353975286"
"32,8171465926"
"52,0765146311"
"49,4395245435"
"43,2026657563"
"58,8941957075"
10
"12,4979318721"
"40,9563316339"
"55,3350349457"
"38,6455281215"
"26,6942618136"
"56,8867895342"
"63,1077067722"
"60,1603177625"
"22,5098841669"
"47,0790978814"
"48,9966713761"
"53,007474756"
"52,7062927119"
"27,2593794515"
"28,3989364936"
"35,2358968286"
"41,0894012331"
"15,9742266159"
"13,5165711616"
"27,336945279"
"39,6699080971"
"40,7626059126"
"13,4624532501"
"55,5781338262"
"59,6588294307"
"58,7128395805"
"31,9978695636"
"43,2203260612"
"58,3820789351"
"62,4910831255"
"42,4295920582"
"21,2794592143"
"36,3380576704"
"26,5046154693"
"13,8847591116"
"13,540934652"
"18,781085149"
"57,0022361979"
"57,0956542646"
"36,8908473704"
"50,768330084"
"31,1361558301"
"24,3424689434"
"13,2561660745"
"14,9562154164"
"46,6193330194"
"58,2660508709"
"43,4543642631"
"40,1581909601"
"61,6132505403"
"27,3604716397"
"44,1779474074"
"11,8873951472"
"40,2062055992"
"18,5070421223"
"27,1690958511"
"42,7529316525"
"16,7695039908"
"13,922228358"
"27,2377861016"
"12,6362647024"
"23,664388592"
"23,3902425265"
"44,9568485798"
"24,6955726441"
"47,293776129"
"18,4439990026"
"44,4824298487"
"12,0837108881"
"17,8920056687"
"12,9174592101"
"46,6268056147"
"51,2473298801"
"25,6346644998"
"25,3627289891"
